,num,title,content
1,1,INTP,"과거에서 배우되, 현재에 살며, 미래에 대한 희망을 가지세요. 그리고 중요한 것은 질문하는 일을 멈추지 않는 것입니다."
2,1,INTP,"사색가형은 전체 인구의 3% 정도를 차지하는 꽤 흔치 않은 성격 유형으로, 이는 그들 자신도 매우 반기는 일입니다. 왜냐하면, 사색가형 사람보다 '평범함'을 거부하는 이들이 또 없기 때문입니다. 이 유형의 사람은 그들이 가진 독창성과 창의력, 그리고 그들만의 독특한 관점과 왕성한 지적 호기심에 나름의 자부심을 가지고 있습니다. 보통 철학자나 사색가, 혹은 몽상에 빠진 천재 교수로도 많이 알려진 이들은 역사적으로 수많은 과학적 발전을 이끌어 내기도 하였습니다."
3,1,INTP,천재적인 이론이나 난해한 논리로 유명한 이들은 다른 성격 유형과 비교하여 가장 논리적인 사람들로 알려져 있습니다.
4,1,INTP,"이들은 사건이나 사물의 어떠한 일련의 연속성에 관심이 많으며, 사람들의 언행에 불일치되는 부분을 집어내 트집 잡는 것을 즐기는데, 이는 거의 취미 수준에 가까울 정도입니다. 때문에 이들에게 거짓말은 하지 않는 것이 좋습니다. 또 한 가지 아이러니한 점은 이들의 얘기를 곧이곧대로 듣지 말고 잘 새겨 들어야 한다는 것입니다. 이는 이들이 솔직하지 않아서가 아니라 아직 채 명확히 규명되지 않은 생각이나 이론에 대하여 얘기하는 경향이 있기 때문입니다. 이들은 상대방을 실질적인 대화 상대로 보는 것이 아니라 그들의 생각이나 이론을 펴기 위한 하나의 대상으로 여깁니다."
5,1,INTP,"이러한 성향 때문에 이들에게 일을 맡기는 게 불안하게 느껴질 수도 있지만, 사실 사색가형 사람보다 문제를 정확히 파악하고 이를 둘러싸고 있는 요소를 낱낱이 파헤쳐 독창적이며 실행 가능한 해결책을 찾아내는 데 더 열성적이고 뛰어난 사람은 없습니다. 단, 이들에게서 업무 진행 상황에 따른 보고서 따위를 제출받기를 기대하지는 않는 게 좋습니다. 이 성격 유형의 사람은 실질적인 하루하루 업무나 유지에는 관심이 없기 때문입니다. 하지만 일단 이들의 천재성과 잠재력이 활개 칠 수 있는 환경이 조성되면 이들은 통찰력 있고 편향되지 않은 해결책을 찾는 데 그들이 가진 모든 시간과 에너지를 모두 쏟아부을 것입니다."
6,1,INTP,"이런저런 몽상에 사로잡혀 있는 듯한 모습을 자주 보이는 이들은 한시도 쉼 없이 생각에 몰두합니다. 심지어는 아침에 눈을 뜰 때조차도 쉴 새 없이 쏟아지는 아이디어와 함께 하루를 시작합니다. 머릿속에서 끊임없는 벌어지는 논쟁과 생각으로 수심에 가득 차 보이거나 혼자 동떨어져 있어 보이기도 하지만, 이들과 비슷한 관심사를 가진 사람 혹은 친밀한 관계의 이들과 있을 때면 편안하고 밝은 모습을 보입니다. 이와 대조적으로 낯선 이들과 있을 때는 극도로 수줍어하며, 만일 이들이 논리적으로 내린 결론이나 이론이 상대방으로부터 비판을 받거나 하는 경우가 생기면 가벼운 농담에도 호전적인 태세를 보이기도 합니다."
7,1,INTP,"특히나 흥분된 상태에서 이야기할 때에는 대화에 일관성이 떨어지기도 하는데, 이는 가장 최근 정립한 이론이 결론에 도달하기까지 일련의 논리적 연결 고리를 모두 설명하려 들기 때문입니다. 이들은 또한 상대방이 그들의 논리를 충분히 이해하지 못하였음에도 쉽게 풀어 설명하거나 하지 않은 채 대화를 다른 주제로 옮기기도 합니다."
8,1,INTP,"주관적인 관점이나 감정에 치우쳐 사고하는 사람과 비교해보면 아마도 이들의 사고 과정을 보다 잘 이해할 수 있을 것입니다. 가령 매우 정교하고 복잡한 시계 작동법을 창의적으로 사고하되, 가능한 한 하나의 사실도 빠짐없이 논리적으로 가장 합당한 결론에 이르게 설명한다고 상상해 보십시오. 이것이 바로 사색가형 사람이 사고하는 방식입니다. 이들은 감정 망치가 이들의 사고방식에 훼방 놓는 것을 한치도 용납하지 않습니다."
9,1,INTP,"또한 이들은 다른 이의 감정 섞인 불평이나 불만을 전혀 이해하지 못하기 때문에 친구들은 그들에게서 어떠한 정서적인 위로나 위안을 받지 못합니다. 더욱이 사색가형 사람은 근본적으로 내재되어 있는 문제 해결을 위한 논리적인 해결책을 제안하는 것을 선호하는데, 이는 감성적인 성향의 사람과는 대조되는 부분입니다. 이러한 이들의 성향은 나아가 저녁 모임 계획이나 결혼 준비와 같은 기타 사회적 만남이나 활동에도 영향을 미치는데 이들은 기본적으로 지나치리만치 독창성과 효율적인 결과를 좇는 경향이 있습니다."
10,1,INTP,"이들의 앞길을 가로막는 한 가지 장애물은 계속해서 드는 실패에 대한 두려움입니다. 사색가형 사람은 혹 자신이 중요한 퍼즐 조각을 놓친 것은 아닌지, 혹 이로 인해 자신이 정체되거나 그들의 지식이 아직 실질적으로 적용되지 않은 무형의 세계에서 길을 잃는 것은 아닌지를 걱정하며 자신의 생각이나 이론을 끊임없이 재평가하는 경향이 있습니다. 자기 자신에 대한 의구심을 극복하는 것이 이들이 직면한 가장 큰 과제입니다. 하지만 그것이 크든 작든, 이들이 가진 지적 능력에서 말미암은 이들의 도전은 그 자체만으로도 세상에 큰 가치를 가져옵니다."
11,1,INTP,"게으른 천재 많음 (미루기의 끝판왕)
논리정연하게 말하고 사적인 감정을 잘 드러내지않음
남에게 피해주는 거 싫어하고 남에게 관심 별로없음
말이 별로 없으나 자기의 관심 분야에서는 말을 많이 함
책 읽는 것을 좋아하지만 너무 게을러서 독서를 기피함
성격 스텔 배분할 때 창의력과 지능에 몰빵해서 나머지 사회성, 성실성,
외향성 등은.…할많하않
비 논리적이고 어리석은 사람들 보면 화가너무남
자기주관 뚜렷함, 호불호 확실, 할말 앞에서 다함(팩폭 하지 말라는 소리들음)
웬만한일에 상처 안받음
남이 내 욕하는거 신경안쓰고 남 욕도 안함(타인에관심이없음)
친한 친구라도 별일 없으면 연락을 잘 안함
기분이나 감정을 표현할 때도 꼭 생각하고 표현함
MBTI 관심이많음 이유는 MBTI 만큼 자기 자신을 잘 묘사하는 것이
없다고 생각하기 때문에
"
12,1,INTP,지적 호기심이 높으며 잠재력과 가능성을 중요시한다.
13,1,INTP,"INTP 유형은 조용하고 과묵하나 관심 있는 분야에 대해서는 말을 잘하는 편입니다. 사람들을 주심으로 한 가치보다는 아이디어에 관심이 많고, 매우 분석적이면서 논리적이어서 객관적 비평을 잘하죠. 일의 원리와 실체보다는 실체가 가지고 있는 가능성에 관심이 많습니다. 또한 이해가 빠르고 높은 직관력으로 재능과 지적 관심이 풍부합니다. 개인적인 인간관계나 파티, 혹은 잡담 등에는 그래서인지 흥미가 별로 없어요. 한 번 어떤 생각에 몰입하면 주위에서 돌아가고 있는 일을 모를 때가 많습니다."
14,1,INTP,"조용하고 과묵하다. 특히 이론적 과학적 추구를 즐기며, 논리와 분석으로 문제를 해결하기를 좋아한다. 주로 자기 아이디어에 관심이 많으나 사람들의 모임이나 잡담에는 관심이 없다."
15,1,INTP,관심의 종류가 뚜렷하므로 자기의 지적 호기심을 활용할 수 있는 분야에 능력을 발휘할 수 있으며 논리와 분석으로 문제를 해결하기 좋아한다.
