,content,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,¿ÏÀü ´ë¹Ú ²À º¸½Ê½Ã¿À. ¿Ö 19¼¼ÀÎÁö ¸ð¸£°Ù±º,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,1) ³×·¯Æ¼ºê°¡ Çã¼úÇÏ°í 2) ¾×¼ÇÀÌ ÅëÄèÇÏ±âº¸´Ù ÀÜÀÎÇÏ°í 3) °á¸»±îÁö ºÒÇàÇÏ´Ù. ±ØÀÇ ÀüÃ¼¸¦ ÀÌ²ø¾î°¡´Â ¸ðÆ¼ºê - ¸Ë µ¥ÀÌ¸ÕÀÌ »ýÃ¼½ÇÇèÀ» ÀÚÃ³ÇÏ¸é¼­±îÁö ¿¤¸®½Ã¿ò¿¡ °¡·Á°í ÇÏ´Â µ¿±â°¡ ¾àÇÏ´Ù. ¿¤¸®½Ã¿ò¿¡ ´ëÇÑ ¼³¸í...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,³­ ¼ÖÁ÷È÷ ´Òºí·ÒÄ·ÇÁ¶ó ±â´ë ¸¹ÀÌ Çß´Ù. ÇÏÁö¸¸ ±â´ëÀÌÇÏ¿´´Ù. È®½ÇÈ÷ µð½ºÆ®¸¯Æ®9À» ºñ±³¾ÈÇÒ ¼ö ¾ø´Ù. ±×·¡¼­6Á¡,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,´ÒºÒ·ëÄ·ÇÁ µð½ºÆ®¸¯Æ® 9¿¡¼­ °è¼Ó ¿µÈ­ÂïÀ»°Å¸é µð½ºÆ®¸¯Æ® ÈÄ¼ÓÆí ³»³ö!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,¿µÈ­ ÄÚµå¸í j ±â¾ï³²... °øÀå¿¡¼­ ¸ÅÀÏÂï¾î³»´Â ·Îº¿µéÀº ÁøÁ¤ ½Î¿ò¾À¿¡¼± ¾îµð¸¦ °£ °ÍÀÎÁö.. ³ª¸§s.fÀûÀÎ ¿ä¼ÒµéÀÌ ÃæºÐÇÏÁö¸¸ ¹ºÁö ¸ð¸¦ ºÎÁ·ÇÔÀº ³»¿ë¿¡ Â¥ÀÓ»õ°¡...±×·³¿¡µµ 7Á¡À» ÈÄÇÏ°Ô ÁØ°Ç °¨µ¶ÀÌ ¸»ÇÏ°í½ÍÀº...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,SF¾×¼Ç¿µÈ­¸¦ ±â´ëÇÏ°í º»´Ù¸é Å« ½Ç¸ÁÇÒµí... °üÀüÆ÷ÀÎÆ®´Â ¿ª½Ã [ÀÇ·á¹Î¿µÈ­]ÀÎ°¡¿ä?! ;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,ÀÌ ¿µÈ­´Â ¿Ö Ã»¼Ò³â °ü¶÷ ºÒ°¡ÀÏ°¡¿ä,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,sf¹°·Î ÀÌÁ¤µµ±îÁö ¸»¾Æ¸Ô±ä ÈûµéÅÙµ¥... Èå¸§ÀÌ ¶Ò¶Ò ²÷±â´Â ´À³¦ÀÌ °­ÇÏ°í ±»ÀÌ ¸Ë µ¥ÀÌ¸Õ±îÁö ¾µ ÇÊ¿ä°¡ ÀÖÀ»±î ÀÇ±¸½ÉÀÌ µç´Ù. µ¥ÀÌÅÍº£ÀÌ½º ÃÊ±âÈ­¿¡ °üÇØ Á¦´ë·Î ¼³¸íµµ ¾ø°í ¿ä¿ø ÇÏ³ª°¡ °©ÀÚ±â Â¯ ¸Ô´Â´Ù´Â°Ô ³Ê¹«...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,±â´ëÀÌÇÏ. ºÏ¹Ì¿Í ÇÑ±¹À» ºñ·ÔÇÑ Àü¼¼°èÀûÀ¸·Î ÈïÇà¿¡ ½ÇÆÐÇÒ¸¸ÇÏ³×. ¹º°¡ ºØ¶°ÀÖ´Â ¾î¼³ÇÂ´À³¦. ¸Ëµ¥ÀÌ¸Õ Á¶µðÆ÷½ºÅÍ ¿¤¸®Æ®¹è¿ìµé µ¥¸®°í ¿µÈ­´Â ¿µÀú´É¾Æ°°ÀÌ ¸¸µé¾ú³×. ³²ÀÚ¾Ç¿ªÀº ¿Ö±×¸® ¹Ùº¸°°ÀÌ º¸ÀÌ´øÁö.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,¹Ì·¡¿¡ ´ëÇÑ »ó»ó·ÂÀÇ ºÎÁ·,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,±âµæ±Ç ¼ö±¸²ÃÅëÁñ Àú·¸°Ô ÃÄºÎ½¤¾ßÇÏ´Âµ¥...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,SF¸¦ ÁÁ¾ÆÇØ¼­ ±×·±Áö ±²ÀåÈ÷ Àç¹Õ°Ô ºÃ¾î¿ä..½ºÅä¸®ÀûÀº Ãø¸é¿¡¼­´Â ±íÀÌ »ý°¢ÇØº¸¸é °á¸»¸¸ ¾à°£ ¾û¼ºÇÑ°Å °°±âµµ ÇØ¿ä. Àü±¹¹ÎÀÌ ÀÇ·á¼­ºñ½º..±×·³ ÀÎ±¸´Â Æø¹ßÇÏ°ÚÁÒ...±ÕÇüÀÌ ±úÁö´Ï.¹«º´Àå¼ö½Ã´ë~~~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,ÀëÀÖ°ÔºÃ¾î¿ä ±äÀå°¨Àº¾øÁö¸¸ µ·¾Æ±õÁö¾ÊÀº¿µÈ­,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,¿µÈ­ÀÇ ¾×¼ÇÀÌ³ª ³»¿ë º¸´Ù´Â ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,10Á¡Àº Á»¾Æ´Ï±¸.. ÀëÀÖ´ÂÆíÀÌ¿¡¿ä.. ±Ùµ¥³»¿ëÀº ½±°Ô ¿¹ÃøÇÒ¼öÀÖ´Â ³»¿ëÀÌ¶ö±î,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,Á» ´Ê°Ô ºÃÁö¸¸ Àç¹Ô³×¿ä ±Ùµ¥ ³Ê¹« ÀÇ·á±â°è¸¸ °­Á¶ÇÑ°Í°°Àº ÀÌ±âºÐÀº??,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,µð½ºÆ®¸¯Æ®9À» º» ÈÄ ±â´ëÄ¡°¡ ³Ê¹« ³ô¾Ò³ª.. »ý°¢º¸´Ù º°·Î¿´Áö¸¸,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,ÀÌ·¸°Ô±îÁö ÀÜÀÎÇÒ ÇÊ¿ä°¡ ÀÖ¾úÀ»±î ½Í±âµµÇÏ°í.. ±×°Ô ¸Å·Â°°±âµµ ÇÏ°í... ÄÁÀú¸µ º¸´Ù ´õ ¹«¼­¿î Àå¸éÀÌ ÀÖ¾î¼­.. ±ØÀå¿¡¼­ ¼Ò¸®Áö¸¦ »· Çß³×¿ä..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,¾×¼Ç½ÅÀÌ º°·Î¿´À½...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,Àç¹Õ´Ù³Ê¹« ºñ²¿Áö ¾Ê°í ¸ß½ÃÄÚÀÇ ÀÇ·á¹®Á¦¸¦ Ç³ÀÚ¾×¼Ç½Åµµ Àß ¼¯¾ú°í º¸´Â ³»³» Áö·çÇÏÁö ¾ÊÀº°Ô¼³±¹°úÀÇ Â÷ÀÌÁ¡,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,»·ÇÏµð »·ÇÑ ½ºÅä¸®¿¡ ³ª¸§ ³ë·ÂÇÑ ÈçÀûÀº º¸ÀÌÁö¸¸,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,»ý°¢º¸´Ù À¯Ä¡ÇÏ°í »ý°¢¸¸Å­ ÁøºÎÇßÀ½. ¸î¸î ¾ïÁö ¼³Á¤Àº º¸´Â ³»³» ´«¿¡ ¹âÇûÀ½. ¾Æ¹«»ý°¢¾øÀÌ º¼°Å¶ó¸é ÈÄ¹ÝºÎ´Â º¼¸¸ÇÔ.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,±ò¾ÆµÐ ¹Ø¹äÀ» ÇÇ·¡¹Ì Àâ´Âµ¥ ¾²´Ù´Ï,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,º¼¸¸ÇÏÁö¸¸ ±äÀå°¨Àº ¾ø¾î¿ä,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,District 9ÀÇ °¨µ¿ÀÌ ´õ Ä¿¼­ ±×·±Áö..ºóºÎ°ÝÂ÷³ª ÀÌ»óÇâ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,ÀÇ¹ÌÀÖ´Â ÀÛÇ°ÀÌ¾ú´Ù. Àç¹Ìµµ ÀÖ°í...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,ÁÖÀÎ°øÀÇ ÁøÁöÇÔ ¿Ü¿£ ±Û½ê...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,ÀÌ°Ô ¿Ö Ã»¼Ò³â°ü¶÷ºÒ°¡Áö? »·ÇÏµð»·ÇÑ ¹Ì±¹¾×¼Ç¿µÈ­.. Àç¹Ìµµ °³¿¬¼ºµµ ¼³¸íµµ¾ø´Â ¾×¼Ç¸¸ ³ª¿­ÇÏ´Â ¿µÈ­.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,³ª¸§ Å³¸µÅ¸ÀÓ¿ëÀ¸·Î ±¦ÂúÀº°Å °°´Ù ³»¿ëÀº ³Ê¹« ½Ä»óÇØ¼­ Á¡¼ö´Â ¸¹ÀÌ ¸øÁÖÁö¸¸ ³ª¸§ ½ºÄÉÀÏÀÌ Å©°í ¾×¼Çµµ ÁÁ¾ÒÀ¸¸ç ¸äµ¥ÀÌ¸ÕÀÌ ÁÖ¿¬ÀÌ±â ¶§¹®¿¡ 8Á¡ÁØ´Ù ±Ùµ¥ ¸¶À½¿¡ ¾Èµå´Â°Ç ÁÖÀÎ°øÀÌ ÁÁ¾ÆÇß´ø ¿©ÀÚ°¡ ´Ù¸¥ ³²ÀÚ ¾Ö¸¦ ³º¾Ò...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,ÀÌ¾ß±â¸¦ ¸ÂÃß±â À§ÇØ Á¶±Ý ¾ïÁö°¨Àº ÀÖ´Â µí ¤Ð.¤Ð °¨µ¶´ÔÀº µð½ºÆ®¸¯Æ® ÈÄ¼ÓÆí ¾ðÁ¦Âë ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,¸¶Áö¸·ÀÌ ³Ê¹« ÁÁ¾Æ¼­,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,ÆòÁ¡ÀÌ ³Ê¹« ³·¾Æ¼­ Á¡¼ö 10Á¡ ÁÝ´Ï´Ù ¿Ö ÀÌ·±¿µÈ­°¡ ¹¯È÷´ÂÁö ÀÌÇØ°¡ ¾ÈµÇ³×¿ä ¿µÈ­°ü¿¡¼­ º¼°É ÈÄÈ¸ÇÏ°í ÀÖ½À´Ï´Ù. ´ÙÀ½ºÎÅÍ´Â ¿Ü±¹¿µÈ­´Â 7Á¡¸¸ ³Ñ¾îµµ ºÁ¾ßÇÒµí ½Í³×¿ä ¿µÈ­300Æí ³Ñ°Ô º» »ç¶÷À¸·Î½á ÀÌ¿µÈ­´Â ÆòÁ¡ 8...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,¿Ö Àç¹Ì¾ø´Ù°í ¼Ò¹®³­°ÅÁö????ÀÌÁ¤µµ¸é ÀëÀÕ´Âµ¥,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,¿µÈ­ Á¦¸ñÀÌ ¿¤¸®½Ã¿òÀÌ¶ó°í ÇÏÁö¸¸ ±×°Ô ÇÔÁ¤ÀÎ ¿µÈ­ÀÔ´Ï´Ù µð½ºÆ®·°Æ®9 ¼ÓÆíÀÌ¶ó°í ÇØµµ µÉ Á¤µµ·Î ºñ½ÁÇÑ ºÐÀ§±â³×¿ä ¿µÈ­ ¹è°æÀÎ la´Â µð½ºÆ®·°Æ®9ÀÇ ³²¾Æ°øÀÌ¶û °°Àº ¼¼Æ®¸¦ ½è³ª ÇßÀ» Á¤µµ·Î ºñ½ÁÇÑ ´À³¦ÀÌ ³³´Ï´Ù Á¦¸ñ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,°³ÇõÀ» À§ÇÑ °­·ÂÇÑ ¿ïºÎÂ¢À½,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,³­ Àç¹Ô°ÔºÃ´Âµ¥.. ±Ùµ¥ ¿µÈ­°¡ ÈÄ·ç·è Áö³ª±â¹ö¸®´Â´À³¦Àº ÀÖ½¿..Á¶µðÆ÷½ºÅÍ´Ä¾ùÁö¸¸ ¸ÚÁö´øµ¥.. ±Ùµ¥ Á» Çã¹«ÇÏÁö.. ³ª¸§ Àç¹Ô¾ú½¿..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,¸Þ¼¼Áö´Â ÁÁ¾ÒÀ¸³ª ¹«³­ÇÑ ¾×¼Ç¿¡ ¹«³­ÇÑ Àü°³. ¸ä µ¿»ý¿¡°Ô´Â ¹Ì¾ÈÇÏÁö¸¸ 7Á¡Á¤µµ°¡ µüÀÎµí.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,¹¹ÀÌ°ÍÀú°Í Â«»Í¿µÈ­ ´ëÃæ¾îµð¼­ºÃÀ»¹ýÇÑ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,ÀÌ·¡¼­ ¼±°Åµç Á¤Ä¡½Ã½ºÅÛÀº µðÁöÅÐ¿¡ ÀÇÁ¸ÇÏ¸é Ãë¾àÇÏ´Ù´Â,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,¼øÀüÈ÷ ¾×¼ÇÀ¸·Î º¸ÀÚ¸é ¿ª½Ã ¸Ëµ¥ÀÌ¸ÕÀº ¾Æ³¯·Î±×°¡ Á¦°ÝÀÎµí..^&^,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,¾ß½ÉÀÇ °úÀ×ÀÏ±î,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2068,ºÎ°¡Æ¼¸¸ ±â¾ï³­´Ù.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,±ØÀûÀÎ Àå¸é ¿¬ÃâÇÒ »ý°¢¿¡ Ç÷¾ÈÀÌ µÇ¾î ÀÖ´Â ¿µÈ­´Ù.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,°Á ¹¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,¾×¼Ç½Å ±â´ëÇÏ½Å ºÐµéÀº º¸Áö ¸¶½Ã±æ;; Áß¹Ý±îÁö Áö·çÇÏ±¸ ÈÄ¹ÝÀº ÀÓÆÑÆ®°¡ ±×´Ú,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,ÀÇ·á ¹Î¿µÈ­¸¦ ÇÏ¸é ¾ÈµÇ´Â ÀÌÀ¯¸¦ Àß ¼³¸íÇØ ÁÖ´Â ¿µÈ­.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,¾×¼Ç¿µÈ­°¡ ¾Æ´Ï±º¿ä...¹ÌÁö±ÙÇÔ.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,¸Ëµ¥ÀÌ¸Õ ¶§¹®¿¡ ±â´ë¸¹ÀÌÇß´Âµ¥..Á¶µðÆ÷½ºÅÍ°¡ Àú·¡µÉÁÙ..¸Ëµ¥ÀÌ¸Õµµ..¤Ð¤Ð»ý°¢ÇÑ °á°ú¶û ´Þ¶ú°í Á» ±ÞÀü°³ °°°í..¾×¼Çµµ Á» ÀÖ¾î¼­ Àç¹ÌÀÖ¾úÁö¸¸ ¹º°¡ Çã¹«ÇÑ´À³¦..±×·¡µµ ½Ã°£³ª¸é ³ª¸§ º¼¸¸Çß´ø¿µÈ­,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,È­·ÁÇÑ ¾×¼ÇÀ» ±â´ëÇß´Âµ¥ ±×´ÚÀÌ³»¿ä °á¸»µµ ¾È¿Í´ê°í,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,±Ù·¡¿¡ º¸±âµå¹® ´ëÀÛ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,µð½ºÆ®¸¯Æ®9 °¨µ¶ÀÌ ¸Â³ª ÀÇ½É½º·¯¿ïÁ¤µµ´Ù,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,Àë³²,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,Á¶µðÆ÷½ºÅÍ ¿À·£¸¸¿¡º¸´Ï ¹Ý°©³×!¿µÈ­´Â 7Á¡Á¤µµ...±×³É º¼¸¸ÇÏ³×,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,¿¹°íÆí º¸°í ºÃ´Âµ¥ Èì.. Á» ¾Æ½±³×¿ä ·¯´×Å¸ÀÓÀÌ Âª¾Æ¼­ ±×·±Áö ¹º°¡ ³Ê¹« ºü¸£°Ô ¸¶¹«¸®°¡ µÇ¼­..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,µî±ÞÀÌ ÀÌ»óÇÔ....,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Èï¹ÌÁøÁøÇÏ°í ¹¹ ±×·°Àú·° º¼¸¸ÇÏ±ä Çß¾î¿ä,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,µð½ºÆ®¸¯Æ®9 2 ³ª ¸¸µé°ÍÀÌÁö ¾µµ¥¾ø´Âµ¥ µ· ½è±¸³ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,¾×¼Ç³¡³»ÁÜ.³»¿ëÀº¾à°£¾ïÁö,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,µî±ÞÀ» ¹Ù²Ù¾î¾ß µÇ´Â°Å ¾Æ´Ô?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,ÀÌ ¿µÈ­°¡ ¹½¶«¿¡ 19 ±ÝÀÎÁö? ´çÃéÀÌÇØ°¡ ¾È°¡³×..º° ÀÜÀÎÇÏÁöµµ ¾Ê°í ¾ßÇÑ°Ç ¾Æ¿¹ ¾ø´Âµ¥..¹è±Þ»çÂ¥Áõ³µ°Ú³×.ÀëÀÖ¾ú°í ±×·¡ÇÈµµ ÁÁ¾Ò½¿..ÈÄ¹Ý¿¡ ¿À±Û°Å¸®´Â ÅëÈ­Àå¸é¸¸ Âª°ÔÇß½¿ 100Á¡ ¤»,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,±Â.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,¾Æ ¼ÖÁ÷È÷ ¿µÈ­ ³»¿ë ¹«°Ô°¨µµ Á» ÀÖ°í ±¦Âú¾ÒÀ½ ±Ùµ¥ ¼ÖÁ÷È÷ 3·ù¿µÈ­¶ó°í ÇÏ´Â¾ÖµéÀº ÀÚ±â¾ó±¼ ¸ð°øÀ» 3D·Î Â¥°í³ª¼­ ±â°ÌÇÑ´ÙÀ½¿¡ º»°ÅÀÓ ¤·¤·; ±×¸®°í ¿ì¸®³ª¶ó ¾Ë¹Ù´Â ºÎ¸ð¾ø³Ä? Ãß¼®ÀÎµ¥ ÀÎ»ç³ªÁ» µå¸®·¯°¡¶ó ÁÁÀº¿µÈ­ ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,ÇÑ»ç¶÷ÀÇ Èñ»ýÀ¸·Î ÀÎ·ù¸¦ ±¸ÇÑ´Ù ¿µ¿õÀÌ³×,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,¿Í Áö¸®°Ù³× ... °¨µ¿ ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,¸· ½ºÆåÅ¸Å¬ÇÑ°Ç ¾Æ´ÏÁö¸¸ ½ºÅä¸®µµ ÀÖ°í Àç¹Õ°Ô ÀßºÃÀ½,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,ÀÎÅÍ³Ý¿¡ ÆòÁ¡ ¿Ã¸®´Â ³ðµéÀÌ ¾Ë¹Ù°Ç ¾Æ´Ï°Ç ÆòÁ¡Àº ¹ÏÀ»°Ô ¸ø µÈ´Ù´Â °ÍÀ» »ÀÀú¸®°Ô ¾Ë·ÁÁØ ¿µÈ­. ¼³±¹¿­Â÷º¸´Ù 100¹è´Â Àß ¸¸µç ¿µÈ­. ¾²·¹±â °°Àº ´ëÇÑ¹Î±¹ ´ëÁßÀÇ ´«³ôÀÌ.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,µð½ºÆ®¸¯½º °¨µ¶ÀÏ¶§ºÎÅÍ¾Ë¾Æº½¾îÇã....¾îÂîÇÒ²¿,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,Èï¹ÌÁøÁøÇÏ°Ô º¼¼öÀÖ¾ú´ø ¿µÈ­. ¹è¿ìµéÀÇ Ä«¸®½º¸¶°¡ ÀÎ»ó±í¾ú´Ù,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,¸Æ½ºÀÇ °á¸»Àº ³Ê¹« ¼Ó»óÇÏ´Ù¤Ì¤Ì,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,¸ðµç »ç¶÷µéÀÌ ÀÎÁ¤ÇÏ±â ½È°ÚÁö¸¸ ¿ì¸®ÀÇ »çÈ¸Çö½ÇÀ» º¸¿©ÁÖ´Â ¿µÈ­,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,ÁÁÀº¿µÈ­±¸¸¸ ÆòÁ¡ÀÌ ¿ÖÀÌ·¡?  ´Ïµé¼öÁØÀÌ ±×¸®µµ ³ô³ª?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,Á¤¸»·Î Àç¹Õ°Ôº» ¿µÈ­ Á¤¸»·Î ÃßÃµÇÑ´Ù!! ÈÄÈ¸¾ø¾î,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,¸Õ ¹Ì·¡¸¦ ¹Ì¸® º¸´Â µíÇÔ.  ±Â.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,Á¶µðÆ÷½ºÅÍÀÇ ¶Ç ´Ù¸¥ ¸Å·Â..»ÀÀÖ´Â½ºÅä¸®¿Í ¸Þ¼¼Áö... ¼¶¼¼ÇÑ³î¶ó¿îº¼°Å¸®...sfÀÛÀÇ ¼öÀÛÃß°¡...°¨µ¶¿¡ÀÇ Á¸°æ½É¸¶Á®...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,Àç¹Õ¾ú´Ù.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,»ì°í½Í´Ù ¿¤¸®½Ã¿ò,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,²ÀºÁ¶ó,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,ÀÇ·áÄ¸½¶ÀÌ OP³×,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,°Ç°­º¸Çè ¹Î¿µÈ­ÀÇ ¹Ì·¡,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,±Ùµ¥ ¿Ö Áö±¸°¡ ¿À¿°µÇ°í ¹ö·ÁÁø º°ÀÌ µÆ´ÂÁö ¸»À» ¾ÈÇØÁÖ´Â°Ì´Ï±î..¿¤¸®½Ã¿òÀÌ ¸ðµÎ¿¡°Ô °³¹æµÆÀ¸´Ï °ð Áö±¸Ã³·³ ¿À¿°µÇ°í..Á¦2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,¾Æ³ª ¿Ö 19¼¼ÀÓ¾ÆÀú¾¾µµ 19¼¼ ¸ÔÀÌ´õ´Ï °ðÀÖÀ¸¸é ¸ó½ºÅÍ ´ëÇÐ±³µµ 19¼¼ ¸ÔÀÌ°Ú³×ÇÏÀÇ¸¦ ÀÔ°í´Ù´ÏÁö ¾Ê´Â »ý¹°ÀÌ ³ª¿Â´Ù°í,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,¼ö³à ¸»´ë·Î ¸Æ½º Å«ÀÏ ÇØ³»°í Á×³× ¤»¤»³¡ÀÌ °³Çã¹«ÇÏÁö¸¸ º¼¸¸ÇÔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,±¹¹Î°Ç°­º¸ÇèÀÌ ¹Î¿µÈ­µÇ¸é »ý±æ »óÈ²,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,´Ù¸¥ ¿µÈ­ °°Àº ´À³¦?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,±¦ÂúÀº ¿µÈ­ÀÌ³ª ´Ò ºí·ÒÄ·ÇÁ °¨µ¶ÀÇ ÀÛÇ°À¸·Î¼­´Â ³Ê¹«³ª ½Ç¸Á½º·´´Ù.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,ÀÌ ¿µÈ­´Â º¸¸é ¹Ì±¹Àº ³ª»ÚÁö¸¸ »ì±âÁÁÀº³ª¶ó¸¦ ¿¤¸®½Ã¿ò? °Å±â¿¡ ºñÀ¯Çß´ø°Í°°¾Ò´Ù ±×¸®°í ´Ù¸¥»ç¶÷µéÀ» À§ÇØ Èñ»ýÇÏ´Â ÁÖÀÎ°øÀº ÀÌ½Ã´ë¿¡ ÀÌ±âÀûÀÎ »ç¶÷µé°ú µ·¶§¹®¿¡ÀÏÇÏ´Â»ç¶÷µé¿¡°Ô ¸¹Àº ±³ÈÆÀ»ÁÙµí,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,Áö·çÇÒÆ´ ¾øÀÌ Àç¹ÕÁö¸¸ ¹«¾ð°¡ ¾Æ½¬¿ò,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,¼ÖÁ÷È÷ B±Þ¿µÈ­ È­·ÁÇÏÁöµµ ¾Ê°í ³»¿ëµµ ÁÁÁö ¾Ê´Ù ±×³É ´Ù¿î·Îµå¿ë ¿µÈ­,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,¿Ö Ã»ºÒÀÎÁö ¾Ë¼ö ¾ø´Â ¿µÈ­,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116,³Ê¹« Á¶±ÞÇÑ ÁøÇà¿¡  ¿µÈ­ ¹è°æ¿¡ ´ëÇÑ ÀÌÇØ°¡;;;Á¶µðÆ÷½ºÅÍ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,µð½ºÆ®¸¯Æ®9 ÈÄ¼ÓÀº ¾È³ª¿À·Á³ª..,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118,º¼ ¸¸ÇÏÁö¸¸ ÀüÀÛ¿¡¼­ ±Ô¸ð´Â Å©°Ô ´Ã¸®°í µ¶Ã¢¼ºÀº Å©°Ô ÁÙÀÎ µ¿¾î¹Ýº¹¿¡ °¡±õ´Ù,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2119,¸¸º´ÅëÄ¡±â,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,µð½ºÆ®¸¯Æ®9 È®ÀåÆÇ Á¤µµ µÈ´Ù. ºñ½ÁÇÑ ¿¬Ãâ°ú È¿°ú,,,,,,,,,,,,,,,,,,,,,,,,,,,,
